geo_id2,geo_name,eatribe,eaid,state,year,pcinc,FC,HC,ea_v5,ea_v30,ea_v32,ea_v66,pcinc_co,unempl_co,logpop,logdist,dist,logruggedness,casino,logresarea_sqkm,BIA_reg,removal,popadultshare,instrument_gold,intrument_silver,wgold_enviro,wsilver_enviro,count_1_all,count_5_governance,count_5_notgovernance,count_7_governance,count_7_notgovernance,share_5_governance,share_5_notgovernance,share_7_governance,share_7_notgovernance
2270,"Mille Lacs Reservation and Off-Reservation Trust Land, MN",CHIPPEWA.,499,MN,2000,9790,1,0,2,2,3,1,18314.1,3.7,6.8793559074,3.9567973614,52.2895928284,-3.238984108,1,5.582677994,Midwest,12.4350214005,61.1111106873,0,0,0,0,78,9,1,2,8,0.115384616,0.012820513,0.025641026,0.1025641039
2300,"Mississippi Choctaw Reservation and Off-Reservation Trust Land, MS",CHOCTAW .,1159,MS,2000,6864,1,1,4,5,2,1,14835.1764705882,4.2,8.3206911087,4.1356387138,62.5295167861,-2.7443165779,1,4.4335902079,Eastern,12.0114364624,60.8568649292,0,0,0,0,4,0,0,0,0,0,0,0,0
2315,"Moapa River Reservation, NV",MOAPA . .,593,NV,2000,13252,0,0,0,2,2,1,19555.5,3.35,5.0562458038,3.9767885208,53.3454410673,-1.3173092604,1,5.6697277972,Western,10.8898925781,78.9808959961,0,0,0,422552.21875,0,0,0,0,0,0,0,0,0
2360,"Morongo Reservation, CA",CAHUILLA.,546,CA,2000,23219,0,0,0,2,3,1,17772.5,4.65,6.3681869507,1.9176622629,6.8050314855,0.1637227833,1,4.8467632216,Pacific,11.4362239838,57.1183547974,4.143348217,0,665358.8125,60879.77734375,33,0,1,5,3,0,0.0303030312,0.151515156,0.0909090936
2375,"Muckleshoot Reservation and Off-Reservation Trust Land, WA",SQUAMISH.,475,WA,2000,9194,1,0,0,3,3,2,25234.5,3.6,6.9363427162,1.6320824623,5.1145144198,-2.060505867,1,2.7367260489,Northwest,11.1379861832,56.7541313171,0,0,0,0,9,0,0,1,0,0,0,0.1111111119,0
2400,"Nambe Pueblo and Off-Reservation Trust Land, NM",TEWA. . .,435,NM,2000,9295,0,0,9,7,2,1,19622.2,4.12,6.1527328491,3.051295042,21.1427073955,-0.564609766,0,4.4285608002,Southwest,10.5136737823,68.5106430054,0,0,0,12977.1142578125,47,1,1,4,5,0.0212765951,0.0212765951,0.0851063803,0.1063829809
2430,"Navajo Nation Reservation and Off-Reservation Trust Land, AZ--NM--UT",NAVAHO. .,182,AZ--NM--UT,2000,6807,1,0,7,3,3,1,15736.8333333333,4.6916666667,12.0716667175,4.7601270676,116.7607614622,-1.231336832,0,11.0413922133,Navajo,12.2280025482,63.0848693848,0,0,0,62152.21875,16,0,0,0,0,0,0,0,0
2445,"Nez Perce Reservation, ID",NEZPERCE.,562,ID,2000,10369,1,1,0,2,3,2,15922,5.26,7.6434826851,3.8833298683,48.5857300935,-0.583042264,1,8.0453735392,Northwest,11.5651674271,66.6027755737,1.0899927616,0,16883.837890625,0,46,0,1,3,2,0,0.0217391308,0.0652173907,0.0434782617
2460,"Nisqually Reservation, WA",PUYALLUP.,479,WA,2000,11072,1,0,0,3,3,2,21681.5,4,5.7493929863,2.5457601547,12.7529185938,-1.9585800171,1,3.0583973358,Northwest,10.2903079987,68.7898101807,0,0,0,0,3,0,0,0,0,0,0,0,0
2475,"Nooksack Reservation and Off-Reservation Trust Land, WA",SQUAMISH.,475,WA,2000,9695,1,0,0,3,3,2,20640.5,4.6,5.8522024155,3.0021426678,20.1286196954,-1.1433638334,1,2.3950556272,Northwest,10.4163122177,65.229888916,0,0,0,0,1,0,0,1,0,0,0,,0
2490,"Northern Cheyenne Reservation and Off-Reservation Trust Land, MT--SD",CHEYENNE.,275,MT--SD,2000,6730,1,1,0,1,3,1,15666.25,4.425,8.2809648514,4.4376726151,84.5778671736,-1.1483471394,1,7.5128340131,Rocky Mountain,12.6100826263,60.2330284119,0,0,423322.5625,2266.9191894531,112,0,2,12,6,0,0.0178571437,0.1071428582,0.0535714291
